hp_sid,experiment_id,biomaterial_id,sample_id,biopsy_id,mg_per_biopsy_mean,mg_per_biopsy_std,mg_per_ml_mean,mg_per_ml_std,mg_per_cm2_mean,mg_per_cm2_std,net_weight_mg,tissue_areal_density_mg_per_cm2
HP27-30,HP27-20231107,,Gelatin_old buffer_30min_2.5,Gelatin_old buffer_30min_2.5,,,0.035975527,0.001567432,,,,
HP27-31,HP27-20231107,,Gelatin_new buffer_30min_2.5,Gelatin_new buffer_30min_2.5,,,0.03448466,0.001012589,,,,
HP27-32,HP27-20231107,,Gelatin_old buffer_30min_0,Gelatin_old buffer_30min_0,,,3.78E-05,0.001095815,,,,
HP27-33,HP27-20231107,,Gelatin_new buffer_30min_0,Gelatin_new buffer_30min_0,,,0.000135871,0.001095815,,,,
HP27-34,HP27-20231107,,Gelatin_old citrate_30min_5,Gelatin_old citrate_30min_5,,,0.069814283,0.003120993,,,,
HP27-35,HP27-20231107,,Gelatin_old citrate_30min_2.5,Gelatin_old citrate_30min_2.5,,,0.036868085,0.001165171,,,,
HP27-36,HP27-20231107,,Gelatin_old citrate_30min_0,Gelatin_old citrate_30min_0,,,2.80E-05,0.001109686,,,,
HP26-1,HP26-20231106,,Gelatin 1101 1h IM_5,Gelatin 1101 1h IM_5 5min,,,0.031952752,0.000960304,,,,
HP26-2,HP26-20231106,,Gelatin 0627 1h IM_5,Gelatin 0627 1h IM_5 5min,,,0.023848589,0.000814171,,,,
HP26-3,HP26-20231106,,Gelatin 1101 1h IM_2.5,Gelatin 1101 1h IM_2.5 5min,,,0.017028692,0.002484264,,,,
HP26-4,HP26-20231106,,Gelatin 0627 1h Overnight_5,Gelatin 0627 1h Overnight_5 5min,,,0.025856178,0.000730666,,,,
HP26-5,HP26-20231106,,Gelatin 1101 1h Overnight_5,Gelatin 1101 1h Overnight_5 5min,,,0.028277093,0.001148189,,,,
HP26-6,HP26-20231106,,Gelatin 0627  2h Overnight_5,Gelatin 0627  2h Overnight_5 5min,,,0.021029108,0.000417523,,,,
HP26-7,HP26-20231106,,Gelatin 1101 1h Overnight_2.5,Gelatin 1101 1h Overnight_2.5 5min,,,0.016010136,0.00125257,,,,
HP26-8,HP26-20231106,,Gelatin 1101 1h IM_0,Gelatin 1101 1h IM_0 5min,,,6.75E-05,4.18E-05,,,,
HP26-9,HP26-20231106,,Gelatin 1101  2h Overnight_5,Gelatin 1101  2h Overnight_5 5min,,,0.026018556,0.000459276,,,,
HP26-10,HP26-20231106,,Gelatin 1101  2h Overnight_2.5,Gelatin 1101  2h Overnight_2.5 5min,,,0.014489683,0.000772418,,,,
HP26-11,HP26-20231106,,Gelatin 1101 1h IM_5,Gelatin 1101 1h IM_5 10min,,,0.039881377,0.001458025,,,,
HP26-12,HP26-20231106,,Gelatin 0627 1h IM_5,Gelatin 0627 1h IM_5 10min,,,0.037046183,0.003127081,,,,
HP26-13,HP26-20231106,,Gelatin 1101 1h IM_2.5,Gelatin 1101 1h IM_2.5 10min,,,0.022938041,0.003011973,,,,
HP26-14,HP26-20231106,,Gelatin 0627 1h Overnight_5,Gelatin 0627 1h Overnight_5 10min,,,0.034672217,0.003146265,,,,
HP26-15,HP26-20231106,,Gelatin 1101 1h Overnight_5,Gelatin 1101 1h Overnight_5 10min,,,0.037100445,0.001170257,,,,
HP26-16,HP26-20231106,,Gelatin 0627  2h Overnight_5,Gelatin 0627  2h Overnight_5 10min,,,0.028445642,0.000824935,,,,
HP26-17,HP26-20231106,,Gelatin 1101 1h Overnight_2.5,Gelatin 1101 1h Overnight_2.5 10min,,,0.020767557,1.92E-05,,,,
HP26-18,HP26-20231106,,Gelatin 1101 1h IM_0,Gelatin 1101 1h IM_0 10min,,,-0.001059366,0,,,,
HP26-19,HP26-20231106,,Gelatin 1101  2h Overnight_5,Gelatin 1101  2h Overnight_5 10min,,,0.032393209,0.000690644,,,,
HP26-20,HP26-20231106,,Gelatin 1101  2h Overnight_2.5,Gelatin 1101  2h Overnight_2.5 10min,,,0.019885799,0.001649871,,,,
HP26-21,HP26-20231106,,Gelatin 1101 1h IM_5,Gelatin 1101 1h IM_5 20min,,,0.04371464,0.001182126,,,,
HP26-22,HP26-20231106,,Gelatin 0627 1h IM_5,Gelatin 0627 1h IM_5 20min,,,0.036405964,0.004637573,,,,
HP26-23,HP26-20231106,,Gelatin 1101 1h IM_2.5,Gelatin 1101 1h IM_2.5 20min,,,0.0241141,0.000681996,,,,
HP26-24,HP26-20231106,,Gelatin 0627 1h Overnight_5,Gelatin 0627 1h Overnight_5 20min,,,0.038002728,0.001227593,,,,
HP26-25,HP26-20231106,,Gelatin 1101 1h Overnight_2.5,Gelatin 1101 1h Overnight_2.5 20min,,,0.024821391,0.001288215,,,,
HP26-26,HP26-20231106,,Gelatin 0627  2h Overnight_5,Gelatin 0627  2h Overnight_5 20min,,,0.037820547,0.000151555,,,,
HP26-27,HP26-20231106,,Gelatin 1101 1h Overnight_5,Gelatin 1101 1h Overnight_5 20min,,,0.044818443,0.001894433,,,,
HP26-28,HP26-20231106,,Gelatin 1101 1h IM_0,Gelatin 1101 1h IM_0 20min,,,-0.000276731,1.52E-05,,,,
HP26-29,HP26-20231106,,Gelatin 1101  2h Overnight_5,Gelatin 1101  2h Overnight_5 20min,,,0.046082994,0.001318526,,,,
HP26-30,HP26-20231106,,Gelatin 1101  2h Overnight_2.5,Gelatin 1101  2h Overnight_2.5 20min,,,0.029579532,0.002682518,,,,
HP26-31,HP26-20231106,,Gelatin 1101 1h IM_5,Gelatin 1101 1h IM_5 30min,,,0.05451469,0.003413989,,,,
HP26-32,HP26-20231106,,Gelatin 0627 1h IM_5,Gelatin 0627 1h IM_5 30min,,,0.046783968,0.002614682,,,,
HP26-33,HP26-20231106,,Gelatin 1101 1h IM_2.5,Gelatin 1101 1h IM_2.5 30min,,,0.029301232,0.001110901,,,,
HP26-34,HP26-20231106,,Gelatin 0627 1h Overnight_5,Gelatin 0627 1h Overnight_5 30min,,,0.04788562,0.000189666,,,,
HP26-35,HP26-20231106,,Gelatin 1101 1h Overnight_2.5,Gelatin 1101 1h Overnight_2.5 30min,,,0.030594475,0.000853497,,,,
HP26-36,HP26-20231106,,Gelatin 0627  2h Overnight_5,Gelatin 0627  2h Overnight_5 30min,,,0.049111806,0.000812854,,,,
HP26-37,HP26-20231106,,Gelatin 1101 1h Overnight_5,Gelatin 1101 1h Overnight_5 30min,,,0.057877123,0.001124449,,,,
HP26-38,HP26-20231106,,Gelatin 1101 1h IM_0,Gelatin 1101 1h IM_0 30min,,,-0.000596641,1.35E-05,,,,
HP26-39,HP26-20231106,,Gelatin 1101  2h Overnight_5,Gelatin 1101  2h Overnight_5 30min,,,0.054840396,0.000867045,,,,
HP26-40,HP26-20231106,,Gelatin 1101  2h Overnight_2.5,Gelatin 1101  2h Overnight_2.5 30min,,,0.031236307,0.001923755,,,,
HP35-1,HP35-20231116,,Gelatin_231116_5,Gelatin_231116_5,,,0.045601248,0.001313636,,,,
HP35-2,HP35-20231116,,Gelatin_231101,Gelatin_231101,,,0.055055927,0.005207627,,,,
HP35-3,HP35-20231116,,Gelatin_231116_2.5,Gelatin_231116_2.5,,,0.023623266,0.001430925,,,,
HP35-4,HP35-20231116,,Gelatin_230627,Gelatin_230627,,,0.04588323,0.005840988,,,,
HP35-5,HP35-20231116,,Gelatin_231116_0,Gelatin_231116_0,,,0.00026855,0.000117289,,,,
HP35-6,HP35-20231116,,FBS avantor,FBS avantor,,,0.038320963,0.001622926,,,,
HP35-7,HP35-20231116,,FBS avantor,No reaction_FBS avantor,,,0.042797422,0.002841324,,,,
HP35-8,HP35-20231116,,Gelatin_231116SOP,Gelatin_231116SOP,,,0.042366753,7.04E-05,,,,
HP35-9,HP35-20231116,,Gelatin_231116_frozen,Gelatin_231116_frozen,,,0.051572624,0.002064285,,,,
HP35-10,HP35-20231116,,Gelatin_231116SOP_frozen,Gelatin_231116SOP_frozen,,,0.046646239,0.003026054,,,,
HP35-11,HP35-20231116,,Spent 230928-1 D23,Spent 230928-1 D23,,,0.024596772,0.002252009,,,,
HP35-12,HP35-20231116,,Basal DMEM cytiva,No reaction_Basal DMEM cytiva,,,0.002535248,0.005770773,,,,
HP35-13,HP35-20231116,,Fresh FBS230926,Fresh FBS230926,,,0.007776934,0.000703753,,,,
HP35-14,HP35-20231116,,Spent 230928-3 D28,No reaction_Spent 230928-3 D28,,,0.007378831,0.000140751,,,,
HP35-15,HP35-20231116,,Spent 230928-1 D23,No reaction_Spent 230928-1 D23,,,0.006582626,4.69E-05,,,,
HP35-16,HP35-20231116,,Fresh FBS230926,No reaction_Fresh FBS230926,,,0.006781677,0.001172921,,,,
HP35-17,HP35-20231116,,Spent 230928-2 D23,Spent 230928-2 D23,,,0.027084914,0.000609919,,,,
HP35-18,HP35-20231116,,Fresh TGFBS231012G,Fresh TGFBS231012G,,,0.007212955,0.001219838,,,,
HP35-19,HP35-20231116,,Spent 230928-2 D23,No reaction_Spent 230928-2 D23,,,0.006881203,0.000656836,,,,
HP35-20,HP35-20231116,,Fresh TGFBS231012G,No reaction_Fresh TGFBS231012G,,,0.006682151,0.001032171,,,,
HP35-21,HP35-20231116,,Spent 230928-3 D23,Spent 230928-3 D23,,,0.023535165,0.00075067,,,,
HP35-22,HP35-20231116,,Fresh TGFBS231012D,Fresh TGFBS231012D,,,0.007279305,,,,,
HP35-23,HP35-20231116,,Spent 230928-3 D23,No reaction_Spent 230928-3 D23,,,0.007212955,0,,,,
HP35-24,HP35-20231116,,Basal DMEM cytiva,Basal DMEM cytiva,,,0.003066052,0.005113937,,,,
HP35-25,HP35-20231116,,Spent 230928-1 D28,Spent 230928-1 D28,,,0.023833742,0.000422252,,,,
HP35-26,HP35-20231116,,Spent 230928-1 D28,No reaction_Spent 230928-1 D28,,,0.005521019,0.002298926,,,,
HP35-27,HP35-20231116,,Spent 230928-2 D28,Spent 230928-2 D28,,,0.015871688,0.000516085,,,,
HP35-28,HP35-20231116,,Spent 230928-2 D28,No reaction_Spent 230928-2 D28,,,0.006151348,0.003002678,,,,
HP35-29,HP35-20231116,,Spent 230928-3 D28,Spent 230928-3 D28,,,0.026156008,0.001266755,,,,
HP19-1,HP19-20231020,,C1,EXP-41-C1,0.090554898,,0.090554898,,,,3.1,
HP19-2,HP19-20231020,,C2,EXP-41-C2,0.034935328,,0.034935328,,,,2.9,
HP19-3,HP19-20231020,,C3,EXP-41-C3,0.033959546,,0.033959546,,,,2.4,
HP19-4,HP19-20231020,,A1,EXP-41-A1,0.03591111,,0.03591111,,,,3.1,
HP19-5,HP19-20231020,,A2,EXP-41-A2,-0.001461338,,-0.001461338,,,,2.5,
HP19-6,HP19-20231020,,A3,EXP-41-A3,-0.004095949,,-0.004095949,,,,3.5,
HP19-7,HP19-20231020,,B1,EXP-41-B1,0.01590758,,0.01590758,,,,2.5,
HP19-8,HP19-20231020,,B2,EXP-41-B2,0.023518679,,0.023518679,,,,3.6,
HP19-9,HP19-20231020,,B3,EXP-41-B3,0.014443907,,0.014443907,,,,2,
HP4-1,HP4-20230905,BM0723PE1116,GU-0803-3-1,GU-0803-3,0.152206064,0.064991892,,,0.302804343,0.129297262,13.905,29.56966214
HP4-2,HP4-20230905,BM0723PE1116,GU-0803-3-2,GU-0803-3,0.152206064,0.064991892,,,0.302804343,0.129297262,13.925,29.56966214
HP4-3,HP4-20230905,BM0723PE1116,GU-0803-3-3,GU-0803-3,0.152206064,0.064991892,,,0.302804343,0.129297262,14.86,29.56966214
HP4-4,HP4-20230905,BM0723PE1116,GU-0803-1-4,GU-0803-1,0.112235125,0.037130212,,,0.223284686,0.07386821,14.52,27.70456515
HP4-5,HP4-20230905,BM0723PE1116,GU-0803-1-5,GU-0803-1,0.112235125,0.037130212,,,0.223284686,0.07386821,12.89,27.70456515
HP4-6,HP4-20230905,BM0723PE1116,GU-0803-1-6,GU-0803-1,0.112235125,0.037130212,,,0.223284686,0.07386821,13.55,27.70456515
HP4-7,HP4-20230905,BM0723PE1116,GU-0803-1-1,GU-0803-1,0.112235125,0.037130212,,,0.223284686,0.07386821,14.33,27.70456515
HP4-8,HP4-20230905,BM0723PE1116,GU-0803-1-2,GU-0803-1,0.112235125,0.037130212,,,0.223284686,0.07386821,15.395,27.70456515
HP4-9,HP4-20230905,BM0723PE1116,GU-0803-1-3,GU-0803-1,0.112235125,0.037130212,,,0.223284686,0.07386821,12.87,27.70456515
HP4-10,HP4-20230905,BM0723PE1116,GU-0803-2-1,GU-0803-2,0.183433725,0.09369412,,,0.3649298,0.18639853,14.56,30.64064227
HP4-11,HP4-20230905,BM0723PE1116,GU-0803-2-2,GU-0803-2,0.183433725,0.09369412,,,0.3649298,0.18639853,16.775,30.64064227
HP4-12,HP4-20230905,BM0723PE1116,GU-0803-2-3,GU-0803-2,0.183433725,0.09369412,,,0.3649298,0.18639853,14.43,30.64064227
HP4-13,HP4-20230905,BM0723PE1116,GU-0803-2-4,GU-0803-2,0.183433725,0.09369412,,,0.3649298,0.18639853,16.27,30.64064227
HP4-14,HP4-20230905,BM0723PE1116,GU-0803-2-5,GU-0803-2,0.183433725,0.09369412,,,0.3649298,0.18639853,14.915,30.64064227
HP4-15,HP4-20230905,BM0723PE1116,GU-0803-2-6,GU-0803-2,0.183433725,0.09369412,,,0.3649298,0.18639853,15.46,30.64064227
HP4-16,HP4-20230905,BM0723PE1116,GU-0803-3-4,GU-0803-3,0.152206064,0.064991892,,,0.302804343,0.129297262,16.485,29.56966214
HP4-17,HP4-20230905,BM0723PE1116,GU-0803-3-5,GU-0803-3,0.152206064,0.064991892,,,0.302804343,0.129297262,15.03,29.56966214
HP4-18,HP4-20230905,BM0723PE1116,GU-0803-3-6,GU-0803-3,0.152206064,0.064991892,,,0.302804343,0.129297262,14.975,29.56966214
HP24-1,HP24-20231102,,Gelatin_0627_5-2h SOP,Gelatin_0627_5-2h SOP,,,0.02601253,0.000755305,,,,
HP24-2,HP24-20231102,,Gelatin_1101_5-1h SOP,Gelatin_1101_5-1h SOP,,,0.032237919,0.000684496,,,,
HP24-3,HP24-20231102,,Gelatin_0627_2.5-2h SOP,Gelatin_0627_2.5-2h SOP,,,0.014062453,0.000708099,,,,
HP24-4,HP24-20231102,,Gelatin_1101_2.5-1h SOP,Gelatin_1101_2.5-1h SOP,,,0.018635527,0.000188826,,,,
HP24-5,HP24-20231102,,Gelatin_0627_0-2h SOP,Gelatin_0627_0-2h SOP,,,-0.000841763,2.36E-05,,,,
HP24-6,HP24-20231102,,Gelatin_1101_0-1h SOP,Gelatin_1101_0-1h SOP,,,-0.000357751,0.00028324,,,,
HP24-7,HP24-20231102,,TGFBS230927G,TGFBS230927G,,,0.003326936,0.000216081,,,,
HP24-8,HP24-20231102,,20230928-1 D23,20230928-1 D23,,,0.008570498,0.001330667,,,,
HP24-9,HP24-20231102,,TGFBS230927D,TGFBS230927D,,,0.003694274,0.000131437,,,,
HP24-10,HP24-20231102,,20230928-2 D23,20230928-2 D23,,,0.009406011,0.000344602,,,,
HP24-11,HP24-20231102,,TGFBS231012,TGFBS231012,,,0.003377355,0.000162181,,,,
HP24-12,HP24-20231102,,20230928-3 D23,20230928-3 D23,,,0.009305173,0.001834058,,,,
HP24-13,HP24-20231102,,20230907-1 D28,20230907-1 D28,,,0.008692944,0.000356588,,,,
HP24-14,HP24-20231102,,Gelatin_0627_5-2h New,Gelatin_0627_5-2h New,,,0.063945603,0.006790878,,,,
HP24-15,HP24-20231102,,Gelatin_1101_5-1h New,Gelatin_1101_5-1h New,,,0.060563066,0.001481987,,,,
HP24-16,HP24-20231102,,Gelatin_0627_2.5-2h New,Gelatin_0627_2.5-2h New,,,0.025159178,0.000637817,,,,
HP24-17,HP24-20231102,,Gelatin_1101_2.5-1h New,Gelatin_1101_2.5-1h New,,,0.029364136,0.000168834,,,,
HP24-18,HP24-20231102,,Gelatin_0627_0-2h New,Gelatin_0627_0-2h New,,,-0.000548103,1.53E-19,,,,
HP24-19,HP24-20231102,,Gelatin_1101_0-1h New,Gelatin_1101_0-1h New,,,-0.000428719,0.000168834,,,,
HP24-20,HP24-20231102,,Gelatin_1101_5-2h New,Gelatin_1101_5-2h New,,,0.053068425,0.000600299,,,,
HP24-21,HP24-20231102,,Gelatin_1101_2.5-2h New,Gelatin_1101_2.5-2h New,,,0.027201965,0.001575784,,,,
HP24-22,HP24-20231102,,Gelatin_1101_0-2h New,Gelatin_1101_0-2h New,,,-0.000574633,7.50E-05,,,,
HP13-1,HP13-20231019,,20230921Media-1-D9,20230921Media-1-D9,,,0.00343673,,,,,
HP13-2,HP13-20231019,,20230921Media-2-D19,20230921Media-2-D19,,,0.005496587,,,,,
HP13-3,HP13-20231019,,20230921Media-1-D11,20230921Media-1-D11,,,0.003535868,,,,,
HP13-4,HP13-20231019,,20230921Media-2-D21,20230921Media-2-D21,,,0.005871107,,,,,
HP13-5,HP13-20231019,,20230921Media-1-D12,20230921Media-1-D12,,,0.00383328,,,,,
HP13-6,HP13-20231019,,20230921Media-2-D25,20230921Media-2-D25,,,0.005617755,,,,,
HP13-7,HP13-20231019,,20230921Media-1-D16,20230921Media-1-D16,,,0.004593334,,,,,
HP13-8,HP13-20231019,,20230921Media-2-D28,20230921Media-2-D28,,,0.006047351,,,,,
HP13-9,HP13-20231019,,20230921Media-1-D19,20230921Media-1-D19,,,0.004978869,,,,,
HP13-10,HP13-20231019,,20230921Media-3-D9,20230921Media-3-D9,,,0.003348608,,,,,
HP13-11,HP13-20231019,,20230921Media-1-D21,20230921Media-1-D21,,,0.00562877,,,,,
HP13-12,HP13-20231019,,20230921Media-3-D11,20230921Media-3-D11,,,0.004395059,,,,,
HP13-13,HP13-20231019,,20230921Media-1-D25,20230921Media-1-D25,,,0.006333748,,,,,
HP13-14,HP13-20231019,,20230921Media-3-D12,20230921Media-3-D12,,,0.004306937,,,,,
HP13-15,HP13-20231019,,20230921Media-1-D28,20230921Media-1-D28,,,0.006454916,,,,,
HP13-16,HP13-20231019,,20230921Media-3-D16,20230921Media-3-D16,,,0.004703487,,,,,
HP13-17,HP13-20231019,,20230921Media-2-D9,20230921Media-2-D9,,,0.003480791,,,,,
HP13-18,HP13-20231019,,20230921Media-3-D19,20230921Media-3-D19,,,0.005716893,,,,,
HP13-19,HP13-20231019,,20230921Media-2-D11,20230921Media-2-D11,,,0.003734143,,,,,
HP13-20,HP13-20231019,,20230921Media-2-D12,20230921Media-2-D12,,,0.003789219,,,,,
HP13-21,HP13-20231019,,20230921Media-2-D16,20230921Media-2-D16,,,0.001817484,,,,,
HP13-22,HP13-20231019,,20230921Media-3-D21,20230921Media-3-D21,,,0.005257218,,,,,
HP13-23,HP13-20231019,,20230921Media-3-D25,20230921Media-3-D25,,,0.005086078,,,,,
HP13-24,HP13-20231019,,20230921Media-3-D28,20230921Media-3-D28,,,0.00533328,,,,,
HP13-25,HP13-20231019,,TGFBS230927,TGFBS230927,,,0.002214738,,,,,
HP13-26,HP13-20231019,,TGFBS230927G,TGFBS230927G,,,0.002271784,,,,,
HP13-27,HP13-20231019,,TGFBS230927D,TGFBS230927D,,,0.002005567,,,,,
HP13-28,HP13-20231019,,TGFBS231012,TGFBS231012,,,0.002043598,,,,,
HP13-29,HP13-20231019,,TGFBS231012G,TGFBS231012G,,,0.002243261,,,,,
HP13-30,HP13-20231019,,TGFBS231012D,TGFBS231012D,,,0.002243261,,,,,
HP18-1,HP18-20231026,,20230803-3 R1 S55,20230803-3-RNP,0.258535223,0.04705974,0.258535223,0.04705974,0.514339483,0.093622378,15.74,30.71469353
HP18-2,HP18-20231026,,20230803-3 R1 S56,20230803-3-RN,0.264049202,0.0536631,0.264049202,0.0536631,0.525309196,0.106759345,16.645,29.68902834
HP18-3,HP18-20231026,,20230831-1 R1 S3,20230831-1-R1,0.081282023,0.022147374,0.081282023,0.022147374,0.161705447,0.0440608,10.17,27.7526432
HP18-4,HP18-20231026,,20230831-1 R1 S6,20230831-1-R1,0.081282023,0.022147374,0.081282023,0.022147374,0.161705447,0.0440608,15.39,27.7526432
HP18-5,HP18-20231026,,20230831-1 R1 S9,20230831-1-R1,0.081282023,0.022147374,0.081282023,0.022147374,0.161705447,0.0440608,16.29,27.7526432
HP18-6,HP18-20231026,,20230831-1 R2 S12,20230831-1-R2,0.084934139,0.033525431,0.084934139,0.033525431,0.168971101,0.066696726,14.22,29.15519614
HP18-7,HP18-20231026,,20230831-1 R2 S15,20230831-1-R2,0.084934139,0.033525431,0.084934139,0.033525431,0.168971101,0.066696726,14.57,29.15519614
HP18-8,HP18-20231026,,20230831-1 R2 S18,20230831-1-R2,0.084934139,0.033525431,0.084934139,0.033525431,0.168971101,0.066696726,15.175,29.15519614
HP18-9,HP18-20231026,,20230831-1 R3 S21,20230831-1-R3,0.106073446,0.013842612,0.106073446,0.013842612,0.211026416,0.027539001,16.24,32.53723868
HP18-10,HP18-20231026,,20230831-1 R3 S24,20230831-1-R3,0.106073446,0.013842612,0.106073446,0.013842612,0.211026416,0.027539001,15.845,32.53723868
HP18-11,HP18-20231026,,20230831-2 R1 S30,20230831-2-R1,0.060701275,0.017540106,0.060701275,0.017540106,0.12076135,0.034894932,16.8,31.79783134
HP18-12,HP18-20231026,,20230831-2 R1 S33,20230831-2-R1,0.060701275,0.017540106,0.060701275,0.017540106,0.12076135,0.034894932,16.085,31.79783134
HP18-13,HP18-20231026,,20230831-2 R1 S36,20230831-2-R1,0.060701275,0.017540106,0.060701275,0.017540106,0.12076135,0.034894932,15.065,31.79783134
HP18-14,HP18-20231026,,20230831-2 R2 S39,20230831-2-R2,0.043944508,0.027398375,0.043944508,0.027398375,0.087424821,0.054507336,17.37,34.01936909
HP18-15,HP18-20231026,,20230831-2 R2 S42,20230831-2-R2,0.043944508,0.027398375,0.043944508,0.027398375,0.087424821,0.054507336,17.12,34.01936909
HP18-16,HP18-20231026,,20230803-3 R1 S58,20230803-3-RNP,0.258535223,0.04705974,0.258535223,0.04705974,0.514339483,0.093622378,15.615,30.71469353
HP18-17,HP18-20231026,,20230803-3 R1 S59,20230803-3-RN,0.264049202,0.0536631,0.264049202,0.0536631,0.525309196,0.106759345,15.005,29.68902834
HP18-18,HP18-20231026,,20230803-3 R1 S60,20230803-3-R,0.233686512,0.034708402,0.233686512,0.034708402,0.464904544,0.069050171,14.445,30.00512774
HP18-19,HP18-20231026,,20230803-3 R1 S61,20230803-3-RNP,0.258535223,0.04705974,0.258535223,0.04705974,0.514339483,0.093622378,17.32,30.71469353
HP18-20,HP18-20231026,,20230803-3 R1 S62,20230803-3-RN,0.264049202,0.0536631,0.264049202,0.0536631,0.525309196,0.106759345,14.515,29.68902834
HP18-21,HP18-20231026,,20230803-3 R1 S63,20230803-3-R,0.233686512,0.034708402,0.233686512,0.034708402,0.464904544,0.069050171,16.82,30.00512774
HP18-22,HP18-20231026,,20230803-3 R2 S64,20230803-3-RNP,0.258535223,0.04705974,0.258535223,0.04705974,0.514339483,0.093622378,15.95,30.71469353
HP18-23,HP18-20231026,,20230803-3 R2 S65,20230803-3-RN,0.264049202,0.0536631,0.264049202,0.0536631,0.525309196,0.106759345,15.1,29.68902834
HP18-24,HP18-20231026,,20230803-3 R2 S66,20230803-3-R,0.233686512,0.034708402,0.233686512,0.034708402,0.464904544,0.069050171,14.38,30.00512774
HP18-25,HP18-20231026,,20230803-3 R2 S67,20230803-3-RNP,0.258535223,0.04705974,0.258535223,0.04705974,0.514339483,0.093622378,14.155,30.71469353
HP18-26,HP18-20231026,,20230803-3 R2 S68,20230803-3-RN,0.264049202,0.0536631,0.264049202,0.0536631,0.525309196,0.106759345,16.52,29.68902834
HP18-27,HP18-20231026,,20230803-3 R2 S69,20230803-3-R,0.233686512,0.034708402,0.233686512,0.034708402,0.464904544,0.069050171,15.1,30.00512774
HP18-28,HP18-20231026,,20230803-3 R2 S70,20230803-3-RNP,0.258535223,0.04705974,0.258535223,0.04705974,0.514339483,0.093622378,15.375,30.71469353
HP18-29,HP18-20231026,,20230803-3 R2 S71,20230803-3-RN,0.264049202,0.0536631,0.264049202,0.0536631,0.525309196,0.106759345,14.115,29.68902834
HP18-30,HP18-20231026,,20230803-3 R2 S72,20230803-3-R,0.233686512,0.034708402,0.233686512,0.034708402,0.464904544,0.069050171,13.695,30.00512774
HP18-31,HP18-20231026,,20230803-3 R3 S73,20230803-3-RNP,0.258535223,0.04705974,0.258535223,0.04705974,0.514339483,0.093622378,13.685,30.71469353
HP18-32,HP18-20231026,,20230803-3 R3 S74,20230803-3-RN,0.264049202,0.0536631,0.264049202,0.0536631,0.525309196,0.106759345,14.295,29.68902834
HP18-33,HP18-20231026,,20230803-3 R3 S75,20230803-3-R,0.233686512,0.034708402,0.233686512,0.034708402,0.464904544,0.069050171,14.6,30.00512774
HP18-34,HP18-20231026,,20230803-3 R3 S76,20230803-3-RNP,0.258535223,0.04705974,0.258535223,0.04705974,0.514339483,0.093622378,15.82,30.71469353
HP18-35,HP18-20231026,,20230803-3 R3 S77,20230803-3-RN,0.264049202,0.0536631,0.264049202,0.0536631,0.525309196,0.106759345,14.44,29.68902834
HP18-36,HP18-20231026,,20230803-3 R3 S78,20230803-3-R,0.233686512,0.034708402,0.233686512,0.034708402,0.464904544,0.069050171,15.245,30.00512774
HP18-37,HP18-20231026,,20230831-1 R2 S11,20230831-1-R2N,0.229389905,0.020041496,0.229389905,0.020041496,0.456356716,0.039871289,15.635,30.60085354
HP18-38,HP18-20231026,,20230831-1 R2 S14,20230831-1-R2N,0.229389905,0.020041496,0.229389905,0.020041496,0.456356716,0.039871289,13.75,30.60085354
HP18-39,HP18-20231026,,20230831-1 R2 S17,20230831-1-R2N,0.229389905,0.020041496,0.229389905,0.020041496,0.456356716,0.039871289,16.76,30.60085354
HP18-40,HP18-20231026,,20230831-1 R3 S20,20230831-1-R3N,0.247005994,0.033279295,0.247005994,0.033279295,0.491402811,0.066207054,16.355,32.68976217
HP18-41,HP18-20231026,,20230831-1 R3 S23,20230831-1-R3N,0.247005994,0.033279295,0.247005994,0.033279295,0.491402811,0.066207054,16.04,32.68976217
HP18-42,HP18-20231026,,20230831-1 R1  S2,20230831-1-R1N,0.186853495,0.01822896,0.186853495,0.01822896,0.371733217,0.036265364,13.325,28.02121717
HP18-43,HP18-20231026,,20230831-1 R1  S5,Leaked,-0.009877401,0.005030197,-0.009877401,0.005030197,-0.019650464,0.010007258,15.08,30.09271822
HP18-44,HP18-20231026,,20230831-1 R1  S8,20230831-1-R1N,0.186853495,0.01822896,0.186853495,0.01822896,0.371733217,0.036265364,14.845,28.02121717
HP18-45,HP18-20231026,,20230831-2 R2 S38,20230831-2-R2N,0.131856925,0.009391306,0.131856925,0.009391306,0.262321017,0.018683409,16.94,32.45434548
HP18-46,HP18-20231026,,20230831-2 R2 S41,20230831-2-R2N,0.131856925,0.009391306,0.131856925,0.009391306,0.262321017,0.018683409,15.74,32.45434548
HP18-47,HP18-20231026,,20230831-2 R2 S44,20230831-2-R2N,0.131856925,0.009391306,0.131856925,0.009391306,0.262321017,0.018683409,16.26,32.45434548
HP18-48,HP18-20231026,,20230831-2 R3 S47,20230831-2-R3N,0.199098825,0.019559003,0.199098825,0.019559003,0.396094527,0.0389114,15.485,29.90786639
HP18-49,HP18-20231026,,20230831-2 R3 S50,20230831-2-R3N,0.199098825,0.019559003,0.199098825,0.019559003,0.396094527,0.0389114,14.805,29.90786639
HP18-50,HP18-20231026,,20230831-2 R1  S29,Leaked,-0.009877401,0.005030197,-0.009877401,0.005030197,-0.019650464,0.010007258,15.535,30.09271822
HP18-51,HP18-20231026,,20230831-2 R1  S32,Leaked,-0.009877401,0.005030197,-0.009877401,0.005030197,-0.019650464,0.010007258,15.105,30.09271822
